entityId,publishedAt,status,title,tags
3767496,2019-04-18T06:10:01-0300,True,"Depois do amanhecer frio, tarde desta quinta-feira terá temperaturas elevadas em SC","sexta-feira santa, previsão do tempo, Santa Catarina, Outono"
3839206,2019-04-18T06:00:02-0300,True,Ação que pode causar rombo no caixa do governo está pronta para ser julgada no STF,"STF, governo estadual, Alesc"
3845421,2019-04-18T05:55:01-0300,True,Marceneira de Palhoça está na final de concurso nacional de empreendedorismo feminino,"empreendedorismo, construção civil, Destaque Hora SC"
3828216,2019-04-18T05:50:01-0300,True,Começam trabalhos de reformas das pontes Colombo Salles e Pedro Ivo Campos,"Ponte Pedro Ivo Campos, Ponte Colombo Salles, Ponte Hercílio Luz"
3844611,2019-04-18T05:50:01-0300,True,Câmara de Joinville arquiva projeto sobre posse temporária de vereadores ,"Câmara de Joinville, projeto, arquivamento"
3839591,2019-04-18T05:50:00-0300,True,"Atividade econômica cresce 2,58% em SC","atividade econômica, ibcr-sc"
3839671,2019-04-18T05:35:01-0300,True,"“Às 5h da manhã de 1º de outubro vamos operar no novo terminal”, diz CEO da Floripa Airport","floripa airport, Aeroporto Hercílio Luz"
3827461,2019-04-18T05:30:01-0300,True,Nova manifestação artística no Centro de Florianópolis,"arte urbana, obra de arte, grafite"
3838871,2019-04-18T05:20:01-0300,True,Senador Esperidião Amin é condecorado em Brasília ,"Esperidião Amin, brasília"
3826091,2019-04-18T05:00:02-0300,True,Acesso ao Sul da Ilha: a diferença entre 1º e 30 de outubro,"aeroporto, floripa airport"
3839601,2019-04-18T05:00:02-0300,True,Sinal de alerta no Planalto ,"Jair Bolsonaro, reforma da previdência"
3842776,2019-04-18T05:00:02-0300,True,Zeca Baleiro subirá ao palco com a Camerata Florianópolis neste mês,"zeca baleiro, camerata florianópolis, show"
3845131,2019-04-18T04:50:02-0300,True,Índice de Atividade Econômica aponta maior queda desde a greve dos caminhoneiros,"bradesco, crescimento, índice de atividade econômica"
3841991,2019-04-18T04:30:02-0300,True,Hospital de Caridade ficará sem atendimento pelo SUS se perder o certificado de filantropia,"Hospital de Caridade, SUS, filantropia"
3843986,2019-04-18T04:20:01-0300,True,Pelo menos 25% de pacientes com câncer terão de esperar mais de 60 dias para tratamento em Joinville,"Joinville, tratamento contra câncer"
3837026,2019-04-18T04:00:02-0300,True,Zurich: Falta o produto turístico,"floripa airport, Aeroporto Hercílio Luz"
3841761,2019-04-18T04:00:02-0300,True,"FOTOS: veja as imagens da coluna do Cacau desta quinta-feira, 18 de abril",fotos
3845156,2019-04-18T03:00:01-0300,True,"31ª Festilha, em São Francisco do Sul, gerou 400 empregos em quatro dias","empregos temporários, Festilha, São Francisco do Sul"
3845581,2019-04-17T23:56:46-0300,True,Chapecoense comemora vantagem e já pensa no Avaí ,"Esportes, Chapecoense, corinthians, copa do brasil, Avaí, Campeonato Catarinense"
3844656,2019-04-17T23:24:13-0300,True,Aylon marca e Chapecoense vence o Corinthians pela Copa do Brasil,"Chapecoense, Esportes, copa do brasil, corinthians"
3840966,2019-04-17T22:15:58-0300,True,Bosque Carlos Gerd Schroeder será inaugurado nesta quinta-feira em Rio do Sul ,"Destaque Santa, Rio do Sul"
3840141,2019-04-17T21:53:46-0300,True,Jovem é morto por disparo de arma de fogo no Centro de Blumenau ,"homicídio, Blumenau, Centro, Destaque Santa"
3840101,2019-04-17T21:52:02-0300,True,Chapecoense x Corinthians: acompanhe o jogo pela Copa do Brasil,"Esportes, Chapecoense, copa do brasil"
3838241,2019-04-17T21:38:36-0300,True,Deputado estadual Bruno Souza cancela filiação no PSB,PSB
